,maid,latitude,longitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,test
1262,ef6abe9c6374289c900285aa41258c9edf01e93a,-3.26176,128.98975,7.0,ID.MA.MT,97544.0,16-06-21,10:08:45,2,1
1263,eabfe75be9488ca4b4f7dcc2b3c11f00a0d17533,-3.55502,128.32765,16.0,ID.MA.MT,97544.0,16-06-21,10:08:48,4,5
1264,e9dce4b927010fb76b8ee97cc3509f1b80e91201,-3.631191,128.21227,7.0,ID.MA.AM,97221.0,16-06-21,10:08:54,6,1
1265,1364f269aa283251c9f6522c2ae057a43977e928,-3.62885,128.23565,13.0,ID.MA.AM,97216.0,16-06-21,10:09:28,8,5
1266,4afc11fc00d4ea00a2f4ee3bc211d515b582d503,-3.334013,129.916526,6.0,ID.MA.ST,97583.0,16-06-21,10:09:43,1,1
1267,1b12e77494a5eba2a7a7fa231be7ea6ea546ba99,-2.937825,129.789753,20.0,ID.MA.MT,97544.0,16-06-21,10:09:44,2,5
1268,ca0f22c8a34db468e147f895b95a052fd0dd4cbe,-3.66648,128.202238,20.0,ID.MA.AM,97128.0,16-06-21,10:10:05,2,1
1269,5c8d00fdecf0bfe465ce01212035d0e0145354d1,-3.362403,127.942782,14.0,ID.MA.SB,97571.0,16-06-21,10:10:10,3,5
1270,0a7bea28c94380898d581c2e8138d5f6d726eb05,-3.639386,128.24236,7.0,ID.MA.AM,,16-06-21,10:10:15,17,1
1271,7ce1c245787ee1410cbf82b5027fa969c28ceca6,-3.412077,129.304655,17.0,ID.MA.MT,97544.0,16-06-21,10:11:21,1,5
1272,c7733396b2d0a83fdd17c898359654be2e11799e,-3.585274,128.173768,11.0,ID.MA.MT,97543.0,16-06-21,10:11:22,6,1
1273,581234e8782efde539b054f7aada2acbd9eaec24,-3.687085,128.183927,7.0,ID.MA.AM,,16-06-21,10:11:25,5,5
1274,448202c17d926b2d6ef1ada1450054ccfc227e4a,-3.668588,128.204688,5.0,ID.MA.AM,97128.0,16-06-21,10:11:28,9,1
1275,9f708d28fbee4211d5a9510ff3b1e172ed18b7f5,-3.639639,128.186473,29.0,ID.MA.AM,97223.0,16-06-21,10:11:37,15,5
1276,8f47104d1f4bf96d7788bc02bb0715cc2560f2a8,-3.676576,127.934521,25.0,ID.MA.MT,97543.0,16-06-21,10:11:38,25,1
1277,9450a01e22ec62ad4aaabfc8680ef4a2169f7322,-3.436041,128.424876,15.0,ID.MA.SB,97566.0,16-06-21,10:11:55,1,5
1278,81c26a0aa9e560d17e4a39d4edfb1fa53618639f,-3.70229,128.18106,8.0,ID.MA.AM,97127.0,16-06-21,10:11:57,2,1
1279,ecef72190aa2c4c112bc843ac5035b94a68b4253,-3.607325,128.327871,15.0,ID.MA.MT,97544.0,16-06-21,10:11:57,8,5
1280,d46319bcc98b94b06c01a906794356352e08a7f9,-3.679137,128.1941,10.0,ID.MA.AM,97128.0,16-06-21,10:12:00,12,1
1281,8a922d47d9ad14634c6c9b675275a7b38d4861e0,-3.433924,128.420579,25.0,ID.MA.SB,97566.0,16-06-21,10:12:03,14,5
1282,b28a45943662e87e9df85ff61f3f194683a76465,-3.671842,128.196098,23.0,ID.MA.AM,97129.0,16-06-21,10:12:15,5,1
1283,0c2c2b13a5eacf42f5ef21199cbdbfeb89133045,-3.591766,128.027578,3.0,ID.MA.MT,97543.0,16-06-21,10:12:16,1,5
1284,06d210c0b10df600ab8bb5c072df307e9b7bf49d,-3.621876,128.253419,6.0,ID.MA.AM,97214.0,16-06-21,10:12:21,1,1
1285,1297aae0b42e076464b2eb20163bb1f8f9c251bd,-3.693693,128.19423,10.0,ID.MA.AM,97121.0,16-06-21,10:12:22,2,5
1286,664ecf5d1acc3f02967a3c56a1a13806c8569aa7,-3.709178,128.153751,19.0,ID.MA.AM,97117.0,16-06-21,10:12:37,35,1
1287,c6f5a5222c35d71d6231f6770897300fcaecccc7,-3.297202,128.957762,23.0,ID.MA.MT,97544.0,16-06-21,10:12:44,3,5
1288,95be96e6fb48c1736613d701a4f6246c26352dce,-2.957857,129.860061,23.0,ID.MA.MT,97544.0,16-06-21,10:12:53,33,1
1289,471a7b4f063f2862ceaf5c43fe9c7d4dfa7cbf32,-3.068936,128.199813,17.0,ID.MA.SB,97561.0,16-06-21,10:12:55,1,5
1290,527b150d7a49c85f9b4afc60c8f2bd4f70a22b15,-3.682626,128.19004,66.0,ID.MA.AM,97128.0,16-06-21,10:13:03,805,1
1291,fafb46160bb0c991bf4147eaaec21302f8c98a47,-2.998375,129.923495,12.0,ID.MA.MT,97544.0,16-06-21,10:13:03,1,5
1292,6e31f22a06551fd3fd08dc9ecc512fe33446e44b,-3.703141,128.160714,10.0,ID.MA.AM,97117.0,16-06-21,10:13:13,1,1
1293,ffdd4f400f65ecbcc6e767241a733fc462b5185d,-3.6902,128.1776,74.0,,,16-06-21,10:13:13,2,5
1294,57875968c16f638cb564d1f12e53f5c3f924ec3f,-3.666098,128.165238,7.0,ID.MA.AM,97224.0,16-06-21,10:13:23,1,1
1295,27fef713b40ed1d401fbcb09d0dde4f1a469428d,-3.517286,128.45513,11.0,ID.MA.MT,97545.0,16-06-21,10:13:26,1,5
1296,76c2160242386dcf4fe7ae4dfa16a41967db2463,-3.660828,128.219886,8.0,ID.MA.AM,97212.0,16-06-21,10:13:32,3,1
1297,ff0b728897bb10d845078fc76c94eb7ca16c0eb4,-3.693355,128.178961,9.0,ID.MA.AM,97126.0,16-06-21,10:13:33,1,5
1298,68da3cb12a13a391e7cfd4a72cab73d32eada7b1,-3.66044,128.18163,4.0,ID.MA.AM,97223.0,16-06-21,10:13:41,1,1
1299,943cfe63591a7abfa90421785d5f849f3b880424,-3.711711,128.196832,20.0,ID.MA.AM,97129.0,16-06-21,10:13:46,140,5
1300,f6850a6d0325ee3036ec3307b640c9a57c14117e,-3.68867,128.18292,21.0,ID.MA.AM,97123.0,16-06-21,10:13:50,3,1
1301,def1b3f19e365092931391b0f353634fff2fc92d,-3.657657,128.207099,13.0,,,16-06-21,10:14:06,3,5
1302,0775653f1ec425295b4202a281aeac8fbd8d311a,-3.520304,128.45998,24.0,ID.MA.MT,97545.0,16-06-21,10:14:08,1,1
1303,cfeffe4f7dfa971376e40c2c200feccb6205c792,-3.66949,128.20379,30.0,ID.MA.AM,97128.0,16-06-21,10:14:17,4,5
1304,a5c99dae9a9c854b4e0268e7130240db0aa15306,-3.029648,129.976719,6.0,ID.MA.MT,97544.0,16-06-21,10:14:31,1,1
1305,fd21fa8d859b122d37efaab68c1d80ffd75fd04b,-3.680597,128.190126,7.0,ID.MA.AM,97128.0,16-06-21,10:14:36,1,5
1306,e5a8f6a7895b73e87c35337ca0c5194428fb8677,-3.302058,128.964298,13.0,ID.MA.MT,97544.0,16-06-21,10:14:55,1,1
1307,081128a4fa090b9b795b3805df6a1b52fac0867b,-3.644126,128.23586,14.0,ID.MA.AM,97211.0,16-06-21,10:14:57,2,5
1308,e830eff1602e0028803712d286431a088efc47c1,-3.6028,128.336089,11.0,ID.MA.MT,97544.0,16-06-21,10:15:17,1,1
1309,a735227c319ae95c367394274577bf34db06a836,-3.298688,128.95891,13.0,ID.MA.MT,97544.0,16-06-21,10:15:26,7,5
1310,47f474b26593d95916f92399a80360911e5e94af,-3.716646,128.162582,13.0,ID.MA.AM,97117.0,16-06-21,10:15:31,116,1
1311,833e4acc07191399cc667ae4cad616b996480dc9,-3.257109,128.78139,29.0,ID.MA.MT,97568.0,16-06-21,10:15:31,4,5
1312,2724be9964b90bfafeba7727cdf91d09cb76b19c,-3.333866,128.346702,29.0,ID.MA.SB,97566.0,16-06-21,10:15:42,20,1
1313,25913ca810485d922ad7b276beb72998100c8524,-2.95803,129.178043,10.0,ID.MA.MT,97544.0,16-06-21,10:15:47,67,5
1314,c30a1caf64395539f7c5f2247e968f45f1b90e52,-3.37886,129.544645,13.0,ID.MA.MT,97544.0,16-06-21,10:15:49,1,1
1315,56825426feb2d2f80a6ae869c082ec4272986cd2,-3.680914,128.21194,15.0,ID.MA.AM,97128.0,16-06-21,10:15:52,3,5
1316,d6f0f2f9e133caf964ef3d5677f9c1d723cacdeb,-3.693693,128.180593,13.0,ID.MA.AM,97126.0,16-06-21,10:16:02,1,1
1317,77558696cc51d0f15889c76d8e71bb970192c7ee,-3.009009,129.926878,5.0,ID.MA.MT,97544.0,16-06-21,10:16:16,9,5
1318,68a5ba259678721ede37ae015e3884dbfd9ba983,-3.232837,129.038024,5.0,ID.MA.MT,97544.0,16-06-21,10:16:20,1,1
1319,61cb1d20116451300eff44acec7f738fe3ec14ff,-3.704658,128.17744,29.0,ID.MA.AM,97114.0,16-06-21,10:16:22,99,5
1320,7d081afde9b7cada128a00ca578560022c514f03,-3.658583,128.188647,19.0,ID.MA.AM,97223.0,16-06-21,10:16:22,4,1
1321,053e3a563e18947dcdc6640799c484c31c6c63c3,-3.70038,128.195084,8.0,ID.MA.AM,97129.0,16-06-21,10:16:24,1,5
1322,63ac49ad91681cc742f17ff73c06a792eb76fc86,-3.70097,128.18783,12.0,ID.MA.AM,97125.0,16-06-21,10:16:24,8,1
1323,c6be33e316e2a4bdea4628ff7e99863bc8f016a0,-2.997443,129.8365,6.0,ID.MA.MT,97544.0,16-06-21,10:16:27,1,5
1324,46f5902ae7de21cd57e3f9ff32b1ac259213b1ca,-3.67476,128.22255,13.0,ID.MA.AM,97128.0,16-06-21,10:16:28,1,1
1325,5e30cc7dc636e32de6a422b6fe44a7ece0466a6d,-3.684924,128.188361,15.0,ID.MA.AM,97128.0,16-06-21,10:16:29,70,5
1326,fc6b6b476d69c2c65131600381ae23d08cd5706f,-3.30269,128.95748,12.0,ID.MA.MT,97544.0,16-06-21,10:16:41,18,1
1327,1d5167a10e2aad3a4986846ddd59a3443e87ac96,-3.785205,128.106936,14.0,ID.MA.AM,97118.0,16-06-21,10:16:48,8,5
1328,72a4f61050445b0bbd57486c076c9de9a52b55e7,-3.675675,128.191627,8.0,ID.MA.AM,97129.0,16-06-21,10:16:51,3,1
1329,670400988bfe8fb88101a58a4bc8ee0dd91a87e9,-2.788876,129.391441,17.0,ID.MA.MT,97544.0,16-06-21,10:17:01,34,5
1330,df55ba39f2854f3515b063ed0298ac9f864bec59,-3.65966,128.18858,7.0,ID.MA.AM,97223.0,16-06-21,10:17:01,10,1
1331,7edb2fae46d1cec23e2fb7f33f5528d5434da1d1,-3.701715,128.182362,9.0,ID.MA.AM,97127.0,16-06-21,10:17:10,3,5
1332,1606b0a675a0cfb0c9c65e8e036579988a0533d3,-3.095864,128.22505,10.0,ID.MA.SB,97561.0,16-06-21,10:17:22,3,1
1333,76281916b1db9b0c600cd1cc3114e0630e3f3ada,-3.370008,128.376982,10.0,ID.MA.SB,97566.0,16-06-21,10:17:24,2,5
1334,c4e2fbca67da74979f3c0f7a1bc556feee12617f,-3.714322,128.16148,9.0,ID.MA.AM,97117.0,16-06-21,10:17:24,1,1
1335,8047b38fccb6cc98b4e9684e84717dfb7226ca70,-3.698973,128.180992,10.0,ID.MA.AM,97127.0,16-06-21,10:17:45,1,5
1336,4e2781ac70c20a9d2b8b4bda2b6d83f9ad9660ca,-3.697312,128.181443,32.0,ID.MA.AM,97126.0,16-06-21,10:17:56,17,1
1337,1f7ac3a1a8ee7e5f7fed0cfd99d80d52defb3132,-3.587539,128.112251,10.0,ID.MA.MT,97543.0,16-06-21,10:18:03,2,5
1338,03fcac4b602a89be4eaccfcb685c6053fb442e2d,-3.774307,128.123537,7.0,ID.MA.AM,97118.0,16-06-21,10:18:24,1,1
1339,1c173dd00df9c8c76b0fccab2a29c42e38c5b077,-3.27722,128.97405,10.0,ID.MA.MT,97544.0,16-06-21,10:18:27,8,5
1340,f534a80a806c18b1cb289311225717b437a18ea2,-3.06244,128.19667,7.0,ID.MA.SB,97561.0,16-06-21,10:18:28,2,1
1341,42582430ad70ef1c376941f1cb35c64e9acc7b01,-3.62092,128.29807,29.0,ID.MA.MT,97544.0,16-06-21,10:18:31,2,5
1342,8aedd1aff696c8ec60d02b83c7ff4d4238447c4b,-3.632143,128.224031,4.0,ID.MA.AM,97217.0,16-06-21,10:18:53,1,1
1343,20d14e3bb9d5a37a26fa3b812c44f9e1372a4d3e,-3.689851,128.18845,9.0,ID.MA.AM,97123.0,16-06-21,10:19:02,2,5
1344,a763b95da94baafc678e5b6e52b24f5696410067,-3.6958,128.1833,9.0,ID.MA.AM,97124.0,16-06-21,10:19:14,6,1
1345,19fb7dbc55520f78895c165ed73607041344393b,-3.777976,128.12267,9.0,ID.MA.AM,97118.0,16-06-21,10:19:31,11,5
1346,006db16d691c8f5bf906faa4d740dc15b4f547fb,-3.626583,128.219083,12.0,ID.MA.AM,97217.0,16-06-21,10:19:33,2,1
1347,64ce8cd1fd5f9c9d3d18c3d4a1fb948d5fbaed10,-3.687431,128.186372,4.0,ID.MA.AM,97123.0,16-06-21,10:19:45,1,5
1348,7c268a99e883e94268b0efef9703ea8e7dc13d99,-3.699506,128.104179,10.0,ID.MA.AM,97226.0,16-06-21,10:20:02,1,1
1349,b02582e3947eac2969cba95f9035004584cf5f41,-3.66759,128.20066,8.0,ID.MA.AM,97128.0,16-06-21,10:20:41,4,5
1350,4b65d244ad724625d40fba6b10b33072c24016b0,-3.69001,128.190689,11.0,ID.MA.AM,97121.0,16-06-21,10:20:49,70,1
1351,ccc44ab736f1cce9fcbef9502e18543627db637b,-3.673677,128.192242,15.0,ID.MA.AM,97129.0,16-06-21,10:21:00,1,5
1352,65703850485817ed2920ca6b704c4f6b9d751547,-2.801482,129.370383,9.0,ID.MA.MT,97544.0,16-06-21,10:21:01,1,1
1353,f41a553c960e3d110852cc779ee783ef77260aaf,-3.583183,128.085101,15.0,ID.MA.MT,97543.0,16-06-21,10:21:15,6,5
1354,2a10562df8cedf9c982cd78350b1c9261f86a012,-3.71019,128.15981,30.0,ID.MA.AM,97117.0,16-06-21,10:21:21,1,1
1355,b318d390c3518135a51ec7b6197e37f5f2301db0,-3.648661,128.193621,13.0,ID.MA.AM,97222.0,16-06-21,10:21:33,5,5
1356,94726042d9d8a1869d38ea3c2be1e78392aaeefa,-3.679136,128.197845,12.0,ID.MA.AM,97128.0,16-06-21,10:21:34,7,1
1357,609f473b82491fd8f31c95d69eed126027162815,-3.64571,127.96747,12.0,ID.MA.MT,97543.0,16-06-21,10:21:50,5,5
1358,c4767d9fc41d9442ab5c12c5b7e27abde8c36103,-3.674302,128.19161,8.0,ID.MA.AM,97129.0,16-06-21,10:22:05,3,1
1359,222ceb9d25ff9eb222becb2b29887cc7c91cac06,-3.206476,128.279656,13.0,ID.MA.SB,97564.0,16-06-21,10:22:10,2,5
1360,b3256448890ca7a47505d597c3eb6d5fa07d96fc,-3.276108,128.41054,5.0,ID.MA.SB,97566.0,16-06-21,10:22:12,2,1
1361,5bae9caed42a565a57a395993d75c09f3d231fd5,-3.67568,128.22773,24.0,ID.MA.AM,97212.0,16-06-21,10:22:33,27,5
1362,446c8e7885c81ee758115053cd89ef6055f92818,-3.707735,128.178466,9.0,ID.MA.AM,97116.0,16-06-21,10:22:35,1,1
1363,3e48b1ef1977cb215b8f2f7455ecdff58529ea47,-3.688951,128.183154,11.0,ID.MA.AM,97123.0,16-06-21,10:22:49,3,5
1364,be645ec9e00d96e48f3376cd3d625daf510186d9,-3.705492,128.161615,8.0,ID.MA.AM,97117.0,16-06-21,10:22:58,1,1
1365,bd912ca372df34129111737a1498d43ee0311609,-3.5185,128.47399,8.0,ID.MA.MT,97545.0,16-06-21,10:23:12,8,5
1366,ed527b0b22061d9df20329932f127e0d1e055834,-3.680156,128.224949,18.0,ID.MA.AM,97129.0,16-06-21,10:23:37,5,1
1367,8fd115e6e81a10c0c12f6c74e06ba5013b766450,-3.203973,129.032779,5.0,ID.MA.MT,97544.0,16-06-21,10:23:38,1,5
1368,5a70e679b1f911279e7be4a01fc6995172c21f83,-3.299386,128.954776,11.0,ID.MA.MT,97544.0,16-06-21,10:23:43,2,1
1369,bc40bc7daedc75caad329b138c264d3fcf2b3794,-3.687846,128.186314,10.0,ID.MA.AM,97123.0,16-06-21,10:23:43,1,5
1370,0abf4261716e75a5394d4ef17123b3051348b35a,-3.54224,127.91631,16.0,ID.MA.MT,,16-06-21,10:23:46,4,1
1371,54ed3515a1136196ea06cc14e54556fa66c2c606,-3.30075,128.94967,26.0,ID.MA.MT,97544.0,16-06-21,10:24:05,7,5
1372,31f8dff3b65f77d458b5b0f317c84e72a6c3e426,-3.321666,128.935666,3.0,ID.MA.MT,97544.0,16-06-21,10:24:06,1,1
1373,45a9b755ca540e4b9aa7ab810d01f859c7094fe6,-3.747747,128.165975,15.0,ID.MA.AM,97117.0,16-06-21,10:24:09,92,5
1374,cf28ef4aefef8437d249b40935d3b50adf27cb11,-3.71173,128.176271,17.0,ID.MA.AM,97116.0,16-06-21,10:24:12,5,1
1375,536a90f46f893e72693f955403ce25415496c055,-3.639639,128.186473,23.0,ID.MA.AM,97223.0,16-06-21,10:24:29,154,5
1376,ea897cb9dd3275118ccad96a2552783a66470eef,-3.684638,128.188032,22.0,ID.MA.AM,97128.0,16-06-21,10:24:37,165,1
1377,fc416cfbb0cc0f9826040a427f0bb210b7fa6602,-3.297412,128.965554,21.0,ID.MA.MT,97544.0,16-06-21,10:24:37,66,5
1378,720c709f6904cdbdadd599ed2b3323e68366c24c,-3.6902,128.1776,83.0,,,16-06-21,10:24:41,3,1
1379,a30925f59d46d8fbb3c32874cca3bfb107dcc6ca,-3.666301,128.200002,19.0,ID.MA.AM,97128.0,16-06-21,10:25:09,43,5
1380,b60bcd69529496b5cab0f50b7ab8aa3fb9c60b9f,-3.097123,128.124898,11.0,ID.MA.SB,97561.0,16-06-21,10:25:28,5,1
1381,9ac6e4438371de7adee820dc9f2a0a723b249dcd,-3.531645,128.415326,19.0,ID.MA.MT,97545.0,16-06-21,10:25:33,6,5
1382,a96f225f3729faae038b9aca6a37867f5a4cfa03,-3.618757,128.30414,13.0,ID.MA.MT,97544.0,16-06-21,10:25:54,1,1
1383,f3a3f05a2b5ea429cb04c4995e980a93a3b16db1,-3.67629,128.14025,11.0,ID.MA.AM,97225.0,16-06-21,10:25:55,4,5
1384,e41a8194d954faf221e56085acdca3dc976397f9,-3.789839,128.09685,3.0,ID.MA.AM,97118.0,16-06-21,10:26:02,1,1
1385,5ef8e68ba42ef7879b25494e4c5f927183ab9252,-2.99384,129.84059,17.0,ID.MA.MT,97544.0,16-06-21,10:26:06,2,5
1386,2606f42072a1de28d0513f7c5f02e215fd2bad4c,-3.789834,128.099782,18.0,ID.MA.AM,97118.0,16-06-21,10:26:09,2,1
1387,94ad176228fb7fdc06f3dd2cb7c430a1121ce226,-3.706183,128.178981,14.0,ID.MA.AM,97114.0,16-06-21,10:26:31,1,5
1388,2ffac8524a90405c40a46385b58626336a8ec98d,-3.73439,128.04054,9.0,ID.MA.MT,,16-06-21,10:26:34,3,1
1389,07c35a55f573d384aad61d009c54b5bc27d6ab5b,-3.693693,128.194223,8.0,ID.MA.AM,97121.0,16-06-21,10:26:58,108,5
1390,456adad4436e5bd2fbfdb3cee4915cef6da5bdbc,-3.652479,128.191515,12.0,ID.MA.AM,97223.0,16-06-21,10:27:08,1,1
1391,9477d4ac229377464dc740cff4af6249ae9c5029,-3.6902,128.1776,47.0,,,16-06-21,10:27:11,2,5
1392,6185d23df8217f557dcaec40679b403f9da50ab5,-3.685709,128.188422,7.0,ID.MA.AM,97128.0,16-06-21,10:27:12,4,1
1393,f3eec9b1e146e8a74fc4c1d7e586f8550239344f,-3.398705,129.230141,15.0,ID.MA.MT,97544.0,16-06-21,10:27:18,7,5
1394,2fc1651500eae4f3389053f7fcff45a22a3e91a8,-3.712681,128.161308,14.0,ID.MA.AM,97117.0,16-06-21,10:27:30,1,1
1395,da3ac63e9c6ad197b8fec1ddb2d712b53d4c83b3,-3.593683,128.176756,14.0,ID.MA.MT,97543.0,16-06-21,10:27:30,7,5
1396,6aad0a75dbc7f86e66e729fe6f9083f1aab2540e,-3.21354,128.278065,5.0,ID.MA.SB,97564.0,16-06-21,10:27:35,5,1
1397,9e50146a97b4fa6a40a73ff8fabf3f079ab08ff7,-3.593713,128.035576,5.0,ID.MA.MT,97543.0,16-06-21,10:27:35,20,5
1398,9d18ea813da5757fc8199b4e8fb43c846f6ed052,-3.701057,128.185885,8.0,ID.MA.AM,97129.0,16-06-21,10:27:58,1,1
1399,40640ea710ba03e6432a8390975666ec74d21b29,-3.591504,128.03555,12.0,ID.MA.MT,97543.0,16-06-21,10:28:00,21,5
1400,5cac94c7b4b723fb53223882bab1e6abf36afce4,-3.69703,128.19004,29.0,ID.MA.AM,97121.0,16-06-21,10:28:01,102,1
1401,99ea444cbd17dc6a8421eb29a14f6238add58f6d,-2.791526,129.41462,23.0,ID.MA.MT,97544.0,16-06-21,10:28:06,9,5
1402,41c04030e9165bd236eb8f4ef764993df5b88483,-3.02529,129.95002,3.0,ID.MA.MT,97544.0,16-06-21,10:28:09,1,1
1403,2483e79ae9397f7cfb044d9a7512a71f9630cb50,-3.351351,128.363668,13.0,ID.MA.SB,97566.0,16-06-21,10:28:14,2,5
1404,1adfec445a00b974d45f1483fcadedb45ba4bef2,-3.63929,128.19447,26.0,ID.MA.AM,97222.0,16-06-21,10:28:16,7,1
1405,eafe907bbdbb9156648a29499d3fd7e58f248bb6,-3.703387,128.170884,14.0,ID.MA.AM,97115.0,16-06-21,10:28:28,13,5
1406,2135f91be25fbdb843ec2f545b8cfeebf8bfefb4,-3.7017,128.1824,12.0,ID.MA.AM,97127.0,16-06-21,10:28:35,2,1
1407,ff844598cedffca266a44f169b52a5f802627281,-3.684049,128.186536,5.0,ID.MA.AM,97128.0,16-06-21,10:28:41,4,5
1408,53ed8252a06728b5007f5f7e540ac8812a137450,-3.590088,128.333463,4.0,ID.MA.MT,97544.0,16-06-21,10:28:45,1,1
1409,3eee1364c3ab2c3298d7d87f8567e4f8ebd7c896,-3.232248,129.045153,21.0,ID.MA.MT,97544.0,16-06-21,10:29:24,3,5
1410,69f0c38646aef663f166eff9d8bc2821768831ec,-3.616871,128.305908,24.0,ID.MA.MT,97544.0,16-06-21,10:29:24,2,1
1411,9b434abbf86323dde9a58904ba7c845d35a52f53,-3.632181,128.22453,6.0,ID.MA.AM,97217.0,16-06-21,10:29:33,3,5
1412,4c57a3a0f7537707463c2a5d9b55b8027f3c34aa,-3.370838,128.377014,13.0,ID.MA.SB,97566.0,16-06-21,10:29:47,36,1
1413,244dbedc202b3d9fa7b7bb9aa2e60f7a7d605a5a,-3.693693,128.194223,12.0,ID.MA.AM,97121.0,16-06-21,10:30:09,1,5
1414,cacbce1878b498b33f4babfd4875ee494137a91a,-3.699507,128.175606,10.0,ID.MA.AM,97112.0,16-06-21,10:30:17,2,1
1415,83645941f2f7d02c74170aabfc78e5352619c852,-3.64895,128.1906,6.0,ID.MA.AM,97228.0,16-06-21,10:30:30,3,5
1416,b06136b49a1e00bf2bbd64516f0b8b93d8617cbb,-3.703361,128.180123,5.0,ID.MA.AM,97114.0,16-06-21,10:30:37,3,1
1417,3bc1e25dc96a16ac5fb0a65d98ce50ff06c82f3a,-3.6902,128.1776,76.0,,,16-06-21,10:30:46,2,5
1418,ff6ad83f6f9c021ba1be9a14ceb1d8df4f9f333f,-3.045045,130.075548,15.0,ID.MA.MT,97544.0,16-06-21,10:30:51,4,1
1419,67eae4201775f32540ed50106b5dd45680dfb708,-3.5885,128.33214,6.0,ID.MA.MT,97544.0,16-06-21,10:30:55,1,5
1420,9c489f03912d93936e088d5c6ac86d948df9b886,-3.081081,128.203339,11.0,ID.MA.SB,97561.0,16-06-21,10:30:58,3,1
1421,dc4aa6400d0437b059e70728bea25fa979e0e4b5,-3.701401,128.177693,5.0,ID.MA.AM,97111.0,16-06-21,10:31:00,2,5
1422,dac0bda352ec47fae367f8d4c9a215842380b9fd,-3.690065,128.196232,12.0,ID.MA.AM,97122.0,16-06-21,10:31:30,1,1
1423,9a61825e29dd97eded6788986b1ed2fca8d4e700,-3.585934,128.327206,14.0,ID.MA.MT,97544.0,16-06-21,10:31:42,3,5
1424,c1a9b20dbcba1efd5baacd7e378223245ae893f0,-3.660029,128.195371,5.0,ID.MA.AM,97223.0,16-06-21,10:31:47,1,1
1425,3926fdacf1131abb359f91b48be39901fea96c03,-3.647733,128.23311,11.0,ID.MA.AM,97211.0,16-06-21,10:31:48,1,5
1426,be108b348c14f8de00559b75fecd3ac630bdec7f,-3.66279,128.20432,9.0,ID.MA.AM,97212.0,16-06-21,10:31:55,9,1
1427,0fde467b503ae0e3be884ebcb36b345816561708,-3.69435,128.18172,9.0,ID.MA.AM,97124.0,16-06-21,10:32:14,1,5
1428,68b6443cd89017127e70b2a099938b9af59f6369,-2.844034,129.659899,17.0,ID.MA.MT,97544.0,16-06-21,10:32:15,4,1
1429,68604fd2782f8dd890a09a7177b1fc1321adaaf8,-3.300944,128.962998,18.0,ID.MA.MT,97544.0,16-06-21,10:32:17,14,5
1430,3adf5de523524920c5e1f583e4c320be7962e89a,-3.705056,128.159453,11.0,ID.MA.AM,97117.0,16-06-21,10:32:19,4,1
1431,91cf8db45eaa839e21d638e9eb5249ca85c5b6ae,-3.27217,129.01717,22.0,ID.MA.MT,97544.0,16-06-21,10:32:28,24,5
1432,02023e18b551f9088e2eda87556e38fa37274f16,-3.70854,128.16789,11.0,ID.MA.AM,97116.0,16-06-21,10:32:36,2,1
1433,35bdd5d7b1871f657a562b286ceca0719c3689a9,-3.36402,129.5312,11.0,ID.MA.MT,97544.0,16-06-21,10:32:37,6,5
1434,aef44e3cbe5ff3c91ef2228051335a9a37ae56bf,-3.747899,127.929294,11.0,ID.MA.MT,,16-06-21,10:32:38,15,1
1435,331572fc2abee1008b606d9020ed0af2eeda9338,-3.210779,128.279986,12.0,ID.MA.SB,97564.0,16-06-21,10:32:44,3,5
1436,8a604d7aa6d5005b270a1c02168982564d79f6ec,-3.66993,128.20338,33.0,ID.MA.AM,97128.0,16-06-21,10:32:45,3,1
1437,9e88e18c856cc2d847585f64626fb30c0ca4a12d,-3.709368,128.16466,3.0,ID.MA.AM,97117.0,16-06-21,10:33:00,2,5
1438,779d326f644b043a72c62e3b18e8c67247e18b6d,-3.694649,128.182066,14.0,ID.MA.AM,97124.0,16-06-21,10:33:08,34,1
1439,cd006de12b6e00cb3aaa1d5c4e2de2be515ff328,-3.60009,128.337113,14.0,ID.MA.MT,97544.0,16-06-21,10:33:10,1,5
1440,4d8d4fcc2b7e3524bac87aced5cd12ce422ea2b1,-3.63978,128.25784,46.0,ID.MA.AM,97214.0,16-06-21,10:33:23,3,1
1441,811a9edf2f49ed400d48580e7749aae767f13934,-3.696551,128.181521,20.0,ID.MA.AM,97126.0,16-06-21,10:33:30,3,5
1442,9c3ba9eaa78af370199eb8e09395ea853c4d2330,-3.33298,128.38611,28.0,ID.MA.SB,97566.0,16-06-21,10:33:33,15,1
1443,8f719055220847b2f593d37a18716b07f1b9d3e2,-3.705668,128.157085,12.0,ID.MA.AM,97117.0,16-06-21,10:33:38,6,5
1444,1ef046b3c3244bbfa0519d60a7952982b72a5567,-3.66068,128.18098,14.0,ID.MA.AM,97223.0,16-06-21,10:33:49,11,1
1445,d9edef7393e8d0bed465da5dd5c8d8b696aa42ff,-3.669775,128.203861,11.0,ID.MA.AM,97128.0,16-06-21,10:33:49,1,5
1446,2ebba74bdbbdaa6551b5f82c029f6400ef44bb90,-3.700396,128.1947,13.0,ID.MA.AM,97129.0,16-06-21,10:33:52,4,1
1447,66db37b10b85beec5fc4cc4251fc024ae0cf505b,-3.67758,128.20235,10.0,ID.MA.AM,97128.0,16-06-21,10:33:54,3,5
