,maid,horizontal_accuracy,latitude,longitude,city_hasc,postcode,Date,Hour,count
2351,6d9ffaf1dd0d27cd9f3673f11a032e532fae7d3b,6.0,-3.71173,128.16071,ID.MA.AM,97117.0,16-06-21,10:03:38,3
2352,12507d45e932ced0939233d040378e2bf953d11a,27.0,-3.621621,128.256132,ID.MA.AM,97214.0,16-06-21,10:03:39,291
2354,f55da82a4e0d36c731805cc95b78363262537f4c,12.0,-3.24232,128.300925,ID.MA.SB,97564.0,16-06-21,10:03:42,1
2356,b166347bb2ea9bcf66799ccc7ac60a5137e614f2,8.0,-3.680611,128.210239,ID.MA.AM,97128.0,16-06-21,10:03:53,2
2360,0dfc410ae928da62f7ea3b6f859f339b730d9ade,17.0,-2.939588,129.751569,ID.MA.MT,97544.0,16-06-21,10:04:20,2
2363,de4609b3ae866a0f1d4f7c71bf89bc2e172dd928,6.0,-3.341661,127.941268,ID.MA.SB,97571.0,16-06-21,10:04:39,1
2365,cb962c1f9970a026a3e324daadb532c048d00e9c,17.0,-3.06593,128.11567,ID.MA.SB,97561.0,16-06-21,10:04:42,5
2366,f0b676276c63a4f0f14e1c43ef358bf9c7319b26,9.0,-3.772041,128.144413,ID.MA.AM,97117.0,16-06-21,10:04:47,2
2369,09fa7a2269f06787cac4d5463f157ab5957dab2c,39.0,-3.6902,128.1776,,,16-06-21,10:05:19,1
2372,7f410d1aec5454b9e208db5af50d38d0e349145b,21.0,-3.711711,128.16072,ID.MA.AM,97117.0,16-06-21,10:05:32,40
2373,b2487c384471e391b19778af0ee19a66e0368ac9,62.0,-3.6902,128.1776,,,16-06-21,10:05:36,1
2375,f20330273431c4915b96964e1c460efdd530d2c3,38.0,-3.675675,128.191627,ID.MA.AM,97129.0,16-06-21,10:05:42,315
2376,c735b1801111b23282f43ecd14968c73a2ee1441,7.0,-3.59178,128.3393,ID.MA.MT,97544.0,16-06-21,10:05:51,27
2378,3152710ef5b13e4e7926c2e0079b008d9fc05a3c,13.0,-3.53447,128.41499,ID.MA.MT,97545.0,16-06-21,10:05:59,2
2379,eb6fb52e8020ca05faadd5ddf37b3291e06485e9,16.0,-3.697195,128.179099,ID.MA.AM,97126.0,16-06-21,10:06:07,3
2380,3cbdf3363578c00064cf673f840fcf7ff10c1b07,2.0,-3.309939,129.590232,ID.MA.MT,97544.0,16-06-21,10:06:15,36
2381,8bee7e970bdc8a052e9120968de308ad06329a4f,25.0,-3.445698,128.538318,ID.MA.SB,97565.0,16-06-21,10:06:19,37
2385,68f415792fca3a9b472a2cee300d0d37c1e81699,6.0,-3.70821,128.19444,ID.MA.AM,97129.0,16-06-21,10:06:32,1
2386,2148d0527fff82945f1d3724e92a705f1392c8e6,9.0,-3.70818,128.19817,ID.MA.AM,97129.0,16-06-21,10:06:43,2
2387,73ec2c2befc7a23a96334372d5eff1567f78da8a,8.0,-3.298589,128.975016,ID.MA.MT,97544.0,16-06-21,10:06:44,1
2388,7b1ff37eaa65f49173ad6de54dc2f12b8f81d999,18.0,-3.69998,128.176772,ID.MA.AM,97111.0,16-06-21,10:06:57,1
2389,6326a7aea5ddc30d709149f190e502ba01a35766,9.0,-3.36782,129.157374,ID.MA.MT,97544.0,16-06-21,10:07:00,23
2390,50e2ab73e00dfcac99041da23aff597dc0df1e71,9.0,-2.79631,129.497836,ID.MA.MT,97544.0,16-06-21,10:07:09,1
2391,d548b70fd5d587651703e4e1c439c34b18de249d,11.0,-3.352242,129.018147,ID.MA.MT,97544.0,16-06-21,10:07:20,29
2397,a76d5b91840df08254cb29da54c0df8d84bd5b9a,20.0,-3.657346,128.22467,ID.MA.AM,97212.0,16-06-21,10:08:07,3
2398,45b738d2a88368aa61ba95668cb0295c8bc162d8,16.0,-3.681497,128.206432,ID.MA.AM,97128.0,16-06-21,10:08:10,4
2399,94dd731704a3d566d0be14ef9d3056be34c546bd,27.0,-3.232467,128.844258,ID.MA.MT,97544.0,16-06-21,10:08:18,2
2400,083d31cba90c83e9fc80a39331ac8416926dedef,22.0,-3.078905,128.206426,ID.MA.SB,97561.0,16-06-21,10:08:22,2
2403,b489d27e5816acc9d6fc5bc36ead8ac4ea86eae4,18.0,-3.69494,128.177439,ID.MA.AM,97126.0,16-06-21,10:08:30,1
2405,8a09c7529966a44b70749e846908d10b8ab9da03,15.0,-3.665653,128.199973,ID.MA.AM,97128.0,16-06-21,10:08:32,21
2409,510805e0eb3917810aa58cb1ea79418f4e4a17db,11.0,-3.64896,128.279204,ID.MA.AM,97136.0,16-06-21,10:08:44,4
2410,ef6abe9c6374289c900285aa41258c9edf01e93a,7.0,-3.26176,128.98975,ID.MA.MT,97544.0,16-06-21,10:08:45,2
2411,eabfe75be9488ca4b4f7dcc2b3c11f00a0d17533,16.0,-3.55502,128.32765,ID.MA.MT,97544.0,16-06-21,10:08:48,4
2412,e9dce4b927010fb76b8ee97cc3509f1b80e91201,7.0,-3.631191,128.21227,ID.MA.AM,97221.0,16-06-21,10:08:54,6
2417,1364f269aa283251c9f6522c2ae057a43977e928,13.0,-3.62885,128.23565,ID.MA.AM,97216.0,16-06-21,10:09:28,8
2419,4afc11fc00d4ea00a2f4ee3bc211d515b582d503,6.0,-3.334013,129.916526,ID.MA.ST,97583.0,16-06-21,10:09:43,1
2420,1b12e77494a5eba2a7a7fa231be7ea6ea546ba99,20.0,-2.937825,129.789753,ID.MA.MT,97544.0,16-06-21,10:09:44,2
2423,ca0f22c8a34db468e147f895b95a052fd0dd4cbe,20.0,-3.66648,128.202238,ID.MA.AM,97128.0,16-06-21,10:10:05,2
2424,5c8d00fdecf0bfe465ce01212035d0e0145354d1,14.0,-3.362403,127.942782,ID.MA.SB,97571.0,16-06-21,10:10:10,3
2427,0a7bea28c94380898d581c2e8138d5f6d726eb05,7.0,-3.639386,128.24236,ID.MA.AM,,16-06-21,10:10:15,17
2438,7ce1c245787ee1410cbf82b5027fa969c28ceca6,17.0,-3.412077,129.304655,ID.MA.MT,97544.0,16-06-21,10:11:21,1
2439,c7733396b2d0a83fdd17c898359654be2e11799e,11.0,-3.585274,128.173768,ID.MA.MT,97543.0,16-06-21,10:11:22,6
2440,581234e8782efde539b054f7aada2acbd9eaec24,7.0,-3.687085,128.183927,ID.MA.AM,,16-06-21,10:11:25,5
2441,448202c17d926b2d6ef1ada1450054ccfc227e4a,5.0,-3.668588,128.204688,ID.MA.AM,97128.0,16-06-21,10:11:28,9
2442,9f708d28fbee4211d5a9510ff3b1e172ed18b7f5,29.0,-3.639639,128.186473,ID.MA.AM,97223.0,16-06-21,10:11:37,15
2443,8f47104d1f4bf96d7788bc02bb0715cc2560f2a8,25.0,-3.676576,127.934521,ID.MA.MT,97543.0,16-06-21,10:11:38,25
2445,9450a01e22ec62ad4aaabfc8680ef4a2169f7322,15.0,-3.436041,128.424876,ID.MA.SB,97566.0,16-06-21,10:11:55,1
2446,81c26a0aa9e560d17e4a39d4edfb1fa53618639f,8.0,-3.70229,128.18106,ID.MA.AM,97127.0,16-06-21,10:11:57,2
2447,ecef72190aa2c4c112bc843ac5035b94a68b4253,15.0,-3.607325,128.327871,ID.MA.MT,97544.0,16-06-21,10:11:57,8
2448,d46319bcc98b94b06c01a906794356352e08a7f9,10.0,-3.679137,128.1941,ID.MA.AM,97128.0,16-06-21,10:12:00,12
2451,8a922d47d9ad14634c6c9b675275a7b38d4861e0,25.0,-3.433924,128.420579,ID.MA.SB,97566.0,16-06-21,10:12:03,14
2453,b28a45943662e87e9df85ff61f3f194683a76465,23.0,-3.671842,128.196098,ID.MA.AM,97129.0,16-06-21,10:12:15,5
2454,0c2c2b13a5eacf42f5ef21199cbdbfeb89133045,3.0,-3.591766,128.027578,ID.MA.MT,97543.0,16-06-21,10:12:16,1
2455,06d210c0b10df600ab8bb5c072df307e9b7bf49d,6.0,-3.621876,128.253419,ID.MA.AM,97214.0,16-06-21,10:12:21,1
2456,1297aae0b42e076464b2eb20163bb1f8f9c251bd,10.0,-3.693693,128.19423,ID.MA.AM,97121.0,16-06-21,10:12:22,2
2458,664ecf5d1acc3f02967a3c56a1a13806c8569aa7,19.0,-3.709178,128.153751,ID.MA.AM,97117.0,16-06-21,10:12:37,35
2459,c6f5a5222c35d71d6231f6770897300fcaecccc7,23.0,-3.297202,128.957762,ID.MA.MT,97544.0,16-06-21,10:12:44,3
2460,95be96e6fb48c1736613d701a4f6246c26352dce,23.0,-2.957857,129.860061,ID.MA.MT,97544.0,16-06-21,10:12:53,33
2462,471a7b4f063f2862ceaf5c43fe9c7d4dfa7cbf32,17.0,-3.068936,128.199813,ID.MA.SB,97561.0,16-06-21,10:12:55,1
2465,527b150d7a49c85f9b4afc60c8f2bd4f70a22b15,66.0,-3.682626,128.19004,ID.MA.AM,97128.0,16-06-21,10:13:03,805
2466,fafb46160bb0c991bf4147eaaec21302f8c98a47,12.0,-2.998375,129.923495,ID.MA.MT,97544.0,16-06-21,10:13:03,1
2469,6e31f22a06551fd3fd08dc9ecc512fe33446e44b,10.0,-3.703141,128.160714,ID.MA.AM,97117.0,16-06-21,10:13:13,1
2470,ffdd4f400f65ecbcc6e767241a733fc462b5185d,74.0,-3.6902,128.1776,,,16-06-21,10:13:13,2
2473,57875968c16f638cb564d1f12e53f5c3f924ec3f,7.0,-3.666098,128.165238,ID.MA.AM,97224.0,16-06-21,10:13:23,1
2476,27fef713b40ed1d401fbcb09d0dde4f1a469428d,11.0,-3.517286,128.45513,ID.MA.MT,97545.0,16-06-21,10:13:26,1
2478,76c2160242386dcf4fe7ae4dfa16a41967db2463,8.0,-3.660828,128.219886,ID.MA.AM,97212.0,16-06-21,10:13:32,3
2480,ff0b728897bb10d845078fc76c94eb7ca16c0eb4,9.0,-3.693355,128.178961,ID.MA.AM,97126.0,16-06-21,10:13:33,1
2483,68da3cb12a13a391e7cfd4a72cab73d32eada7b1,4.0,-3.66044,128.18163,ID.MA.AM,97223.0,16-06-21,10:13:41,1
2485,943cfe63591a7abfa90421785d5f849f3b880424,20.0,-3.711711,128.196832,ID.MA.AM,97129.0,16-06-21,10:13:46,140
2486,f6850a6d0325ee3036ec3307b640c9a57c14117e,21.0,-3.68867,128.18292,ID.MA.AM,97123.0,16-06-21,10:13:50,3
2488,def1b3f19e365092931391b0f353634fff2fc92d,13.0,-3.657657,128.207099,,,16-06-21,10:14:06,3
2489,0775653f1ec425295b4202a281aeac8fbd8d311a,24.0,-3.520304,128.45998,ID.MA.MT,97545.0,16-06-21,10:14:08,1
2491,cfeffe4f7dfa971376e40c2c200feccb6205c792,30.0,-3.66949,128.20379,ID.MA.AM,97128.0,16-06-21,10:14:17,4
2494,a5c99dae9a9c854b4e0268e7130240db0aa15306,6.0,-3.029648,129.976719,ID.MA.MT,97544.0,16-06-21,10:14:31,1
2495,fd21fa8d859b122d37efaab68c1d80ffd75fd04b,7.0,-3.680597,128.190126,ID.MA.AM,97128.0,16-06-21,10:14:36,1
2497,e5a8f6a7895b73e87c35337ca0c5194428fb8677,13.0,-3.302058,128.964298,ID.MA.MT,97544.0,16-06-21,10:14:55,1
2498,081128a4fa090b9b795b3805df6a1b52fac0867b,14.0,-3.644126,128.23586,ID.MA.AM,97211.0,16-06-21,10:14:57,2
2502,e830eff1602e0028803712d286431a088efc47c1,11.0,-3.6028,128.336089,ID.MA.MT,97544.0,16-06-21,10:15:17,1
2505,a735227c319ae95c367394274577bf34db06a836,13.0,-3.298688,128.95891,ID.MA.MT,97544.0,16-06-21,10:15:26,7
2507,47f474b26593d95916f92399a80360911e5e94af,13.0,-3.716646,128.162582,ID.MA.AM,97117.0,16-06-21,10:15:31,116
2508,833e4acc07191399cc667ae4cad616b996480dc9,29.0,-3.257109,128.78139,ID.MA.MT,97568.0,16-06-21,10:15:31,4
2511,2724be9964b90bfafeba7727cdf91d09cb76b19c,29.0,-3.333866,128.346702,ID.MA.SB,97566.0,16-06-21,10:15:42,20
2513,25913ca810485d922ad7b276beb72998100c8524,10.0,-2.95803,129.178043,ID.MA.MT,97544.0,16-06-21,10:15:47,67
2514,c30a1caf64395539f7c5f2247e968f45f1b90e52,13.0,-3.37886,129.544645,ID.MA.MT,97544.0,16-06-21,10:15:49,1
2516,56825426feb2d2f80a6ae869c082ec4272986cd2,15.0,-3.680914,128.21194,ID.MA.AM,97128.0,16-06-21,10:15:52,3
2517,d6f0f2f9e133caf964ef3d5677f9c1d723cacdeb,13.0,-3.693693,128.180593,ID.MA.AM,97126.0,16-06-21,10:16:02,1
2518,77558696cc51d0f15889c76d8e71bb970192c7ee,5.0,-3.009009,129.926878,ID.MA.MT,97544.0,16-06-21,10:16:16,9
2520,68a5ba259678721ede37ae015e3884dbfd9ba983,5.0,-3.232837,129.038024,ID.MA.MT,97544.0,16-06-21,10:16:20,1
2521,61cb1d20116451300eff44acec7f738fe3ec14ff,29.0,-3.704658,128.17744,ID.MA.AM,97114.0,16-06-21,10:16:22,99
2522,7d081afde9b7cada128a00ca578560022c514f03,19.0,-3.658583,128.188647,ID.MA.AM,97223.0,16-06-21,10:16:22,4
2523,053e3a563e18947dcdc6640799c484c31c6c63c3,8.0,-3.70038,128.195084,ID.MA.AM,97129.0,16-06-21,10:16:24,1
2524,63ac49ad91681cc742f17ff73c06a792eb76fc86,12.0,-3.70097,128.18783,ID.MA.AM,97125.0,16-06-21,10:16:24,8
2525,c6be33e316e2a4bdea4628ff7e99863bc8f016a0,6.0,-2.997443,129.8365,ID.MA.MT,97544.0,16-06-21,10:16:27,1
2526,46f5902ae7de21cd57e3f9ff32b1ac259213b1ca,13.0,-3.67476,128.22255,ID.MA.AM,97128.0,16-06-21,10:16:28,1
2527,5e30cc7dc636e32de6a422b6fe44a7ece0466a6d,15.0,-3.684924,128.188361,ID.MA.AM,97128.0,16-06-21,10:16:29,70
2528,fc6b6b476d69c2c65131600381ae23d08cd5706f,12.0,-3.30269,128.95748,ID.MA.MT,97544.0,16-06-21,10:16:41,18
2529,1d5167a10e2aad3a4986846ddd59a3443e87ac96,14.0,-3.785205,128.106936,ID.MA.AM,97118.0,16-06-21,10:16:48,8
2531,72a4f61050445b0bbd57486c076c9de9a52b55e7,8.0,-3.675675,128.191627,ID.MA.AM,97129.0,16-06-21,10:16:51,3
2532,670400988bfe8fb88101a58a4bc8ee0dd91a87e9,17.0,-2.788876,129.391441,ID.MA.MT,97544.0,16-06-21,10:17:01,34
2533,df55ba39f2854f3515b063ed0298ac9f864bec59,7.0,-3.65966,128.18858,ID.MA.AM,97223.0,16-06-21,10:17:01,10
2536,7edb2fae46d1cec23e2fb7f33f5528d5434da1d1,9.0,-3.701715,128.182362,ID.MA.AM,97127.0,16-06-21,10:17:10,3
2539,1606b0a675a0cfb0c9c65e8e036579988a0533d3,10.0,-3.095864,128.22505,ID.MA.SB,97561.0,16-06-21,10:17:22,3
2540,76281916b1db9b0c600cd1cc3114e0630e3f3ada,10.0,-3.370008,128.376982,ID.MA.SB,97566.0,16-06-21,10:17:24,2
2541,c4e2fbca67da74979f3c0f7a1bc556feee12617f,9.0,-3.714322,128.16148,ID.MA.AM,97117.0,16-06-21,10:17:24,1
2544,8047b38fccb6cc98b4e9684e84717dfb7226ca70,10.0,-3.698973,128.180992,ID.MA.AM,97127.0,16-06-21,10:17:45,1
2546,4e2781ac70c20a9d2b8b4bda2b6d83f9ad9660ca,32.0,-3.697312,128.181443,ID.MA.AM,97126.0,16-06-21,10:17:56,17
2549,1f7ac3a1a8ee7e5f7fed0cfd99d80d52defb3132,10.0,-3.587539,128.112251,ID.MA.MT,97543.0,16-06-21,10:18:03,2
2551,03fcac4b602a89be4eaccfcb685c6053fb442e2d,7.0,-3.774307,128.123537,ID.MA.AM,97118.0,16-06-21,10:18:24,1
2554,1c173dd00df9c8c76b0fccab2a29c42e38c5b077,10.0,-3.27722,128.97405,ID.MA.MT,97544.0,16-06-21,10:18:27,8
2555,f534a80a806c18b1cb289311225717b437a18ea2,7.0,-3.06244,128.19667,ID.MA.SB,97561.0,16-06-21,10:18:28,2
2556,42582430ad70ef1c376941f1cb35c64e9acc7b01,29.0,-3.62092,128.29807,ID.MA.MT,97544.0,16-06-21,10:18:31,2
2560,8aedd1aff696c8ec60d02b83c7ff4d4238447c4b,4.0,-3.632143,128.224031,ID.MA.AM,97217.0,16-06-21,10:18:53,1
2561,20d14e3bb9d5a37a26fa3b812c44f9e1372a4d3e,9.0,-3.689851,128.18845,ID.MA.AM,97123.0,16-06-21,10:19:02,2
2565,a763b95da94baafc678e5b6e52b24f5696410067,9.0,-3.6958,128.1833,ID.MA.AM,97124.0,16-06-21,10:19:14,6
2570,19fb7dbc55520f78895c165ed73607041344393b,9.0,-3.777976,128.12267,ID.MA.AM,97118.0,16-06-21,10:19:31,11
2571,006db16d691c8f5bf906faa4d740dc15b4f547fb,12.0,-3.626583,128.219083,ID.MA.AM,97217.0,16-06-21,10:19:33,2
2573,64ce8cd1fd5f9c9d3d18c3d4a1fb948d5fbaed10,4.0,-3.687431,128.186372,ID.MA.AM,97123.0,16-06-21,10:19:45,1
2576,7c268a99e883e94268b0efef9703ea8e7dc13d99,10.0,-3.699506,128.104179,ID.MA.AM,97226.0,16-06-21,10:20:02,1
2581,b02582e3947eac2969cba95f9035004584cf5f41,8.0,-3.66759,128.20066,ID.MA.AM,97128.0,16-06-21,10:20:41,4
2583,4b65d244ad724625d40fba6b10b33072c24016b0,11.0,-3.69001,128.190689,ID.MA.AM,97121.0,16-06-21,10:20:49,70
2586,ccc44ab736f1cce9fcbef9502e18543627db637b,15.0,-3.673677,128.192242,ID.MA.AM,97129.0,16-06-21,10:21:00,1
2587,65703850485817ed2920ca6b704c4f6b9d751547,9.0,-2.801482,129.370383,ID.MA.MT,97544.0,16-06-21,10:21:01,1
2593,f41a553c960e3d110852cc779ee783ef77260aaf,15.0,-3.583183,128.085101,ID.MA.MT,97543.0,16-06-21,10:21:15,6
2594,2a10562df8cedf9c982cd78350b1c9261f86a012,30.0,-3.71019,128.15981,ID.MA.AM,97117.0,16-06-21,10:21:21,1
2596,b318d390c3518135a51ec7b6197e37f5f2301db0,13.0,-3.648661,128.193621,ID.MA.AM,97222.0,16-06-21,10:21:33,5
2597,94726042d9d8a1869d38ea3c2be1e78392aaeefa,12.0,-3.679136,128.197845,ID.MA.AM,97128.0,16-06-21,10:21:34,7
2599,609f473b82491fd8f31c95d69eed126027162815,12.0,-3.64571,127.96747,ID.MA.MT,97543.0,16-06-21,10:21:50,5
2606,c4767d9fc41d9442ab5c12c5b7e27abde8c36103,8.0,-3.674302,128.19161,ID.MA.AM,97129.0,16-06-21,10:22:05,3
2607,222ceb9d25ff9eb222becb2b29887cc7c91cac06,13.0,-3.206476,128.279656,ID.MA.SB,97564.0,16-06-21,10:22:10,2
2608,b3256448890ca7a47505d597c3eb6d5fa07d96fc,5.0,-3.276108,128.41054,ID.MA.SB,97566.0,16-06-21,10:22:12,2
2613,5bae9caed42a565a57a395993d75c09f3d231fd5,24.0,-3.67568,128.22773,ID.MA.AM,97212.0,16-06-21,10:22:33,27
2614,446c8e7885c81ee758115053cd89ef6055f92818,9.0,-3.707735,128.178466,ID.MA.AM,97116.0,16-06-21,10:22:35,1
2618,3e48b1ef1977cb215b8f2f7455ecdff58529ea47,11.0,-3.688951,128.183154,ID.MA.AM,97123.0,16-06-21,10:22:49,3
2622,be645ec9e00d96e48f3376cd3d625daf510186d9,8.0,-3.705492,128.161615,ID.MA.AM,97117.0,16-06-21,10:22:58,1
2626,bd912ca372df34129111737a1498d43ee0311609,8.0,-3.5185,128.47399,ID.MA.MT,97545.0,16-06-21,10:23:12,8
2634,ed527b0b22061d9df20329932f127e0d1e055834,18.0,-3.680156,128.224949,ID.MA.AM,97129.0,16-06-21,10:23:37,5
2635,8fd115e6e81a10c0c12f6c74e06ba5013b766450,5.0,-3.203973,129.032779,ID.MA.MT,97544.0,16-06-21,10:23:38,1
2637,5a70e679b1f911279e7be4a01fc6995172c21f83,11.0,-3.299386,128.954776,ID.MA.MT,97544.0,16-06-21,10:23:43,2
2638,bc40bc7daedc75caad329b138c264d3fcf2b3794,10.0,-3.687846,128.186314,ID.MA.AM,97123.0,16-06-21,10:23:43,1
2639,0abf4261716e75a5394d4ef17123b3051348b35a,16.0,-3.54224,127.91631,ID.MA.MT,,16-06-21,10:23:46,4
2644,54ed3515a1136196ea06cc14e54556fa66c2c606,26.0,-3.30075,128.94967,ID.MA.MT,97544.0,16-06-21,10:24:05,7
2645,31f8dff3b65f77d458b5b0f317c84e72a6c3e426,3.0,-3.321666,128.935666,ID.MA.MT,97544.0,16-06-21,10:24:06,1
2646,45a9b755ca540e4b9aa7ab810d01f859c7094fe6,15.0,-3.747747,128.165975,ID.MA.AM,97117.0,16-06-21,10:24:09,92
2647,cf28ef4aefef8437d249b40935d3b50adf27cb11,17.0,-3.71173,128.176271,ID.MA.AM,97116.0,16-06-21,10:24:12,5
2652,536a90f46f893e72693f955403ce25415496c055,23.0,-3.639639,128.186473,ID.MA.AM,97223.0,16-06-21,10:24:29,154
2653,ea897cb9dd3275118ccad96a2552783a66470eef,22.0,-3.684638,128.188032,ID.MA.AM,97128.0,16-06-21,10:24:37,165
2654,fc416cfbb0cc0f9826040a427f0bb210b7fa6602,21.0,-3.297412,128.965554,ID.MA.MT,97544.0,16-06-21,10:24:37,66
2655,720c709f6904cdbdadd599ed2b3323e68366c24c,83.0,-3.6902,128.1776,,,16-06-21,10:24:41,3
2659,a30925f59d46d8fbb3c32874cca3bfb107dcc6ca,19.0,-3.666301,128.200002,ID.MA.AM,97128.0,16-06-21,10:25:09,43
2662,b60bcd69529496b5cab0f50b7ab8aa3fb9c60b9f,11.0,-3.097123,128.124898,ID.MA.SB,97561.0,16-06-21,10:25:28,5
2664,9ac6e4438371de7adee820dc9f2a0a723b249dcd,19.0,-3.531645,128.415326,ID.MA.MT,97545.0,16-06-21,10:25:33,6
2667,a96f225f3729faae038b9aca6a37867f5a4cfa03,13.0,-3.618757,128.30414,ID.MA.MT,97544.0,16-06-21,10:25:54,1
2668,f3a3f05a2b5ea429cb04c4995e980a93a3b16db1,11.0,-3.67629,128.14025,ID.MA.AM,97225.0,16-06-21,10:25:55,4
2669,e41a8194d954faf221e56085acdca3dc976397f9,3.0,-3.789839,128.09685,ID.MA.AM,97118.0,16-06-21,10:26:02,1
2673,5ef8e68ba42ef7879b25494e4c5f927183ab9252,17.0,-2.99384,129.84059,ID.MA.MT,97544.0,16-06-21,10:26:06,2
2675,2606f42072a1de28d0513f7c5f02e215fd2bad4c,18.0,-3.789834,128.099782,ID.MA.AM,97118.0,16-06-21,10:26:09,2
2680,94ad176228fb7fdc06f3dd2cb7c430a1121ce226,14.0,-3.706183,128.178981,ID.MA.AM,97114.0,16-06-21,10:26:31,1
2681,2ffac8524a90405c40a46385b58626336a8ec98d,9.0,-3.73439,128.04054,ID.MA.MT,,16-06-21,10:26:34,3
2685,07c35a55f573d384aad61d009c54b5bc27d6ab5b,8.0,-3.693693,128.194223,ID.MA.AM,97121.0,16-06-21,10:26:58,108
2687,456adad4436e5bd2fbfdb3cee4915cef6da5bdbc,12.0,-3.652479,128.191515,ID.MA.AM,97223.0,16-06-21,10:27:08,1
2688,9477d4ac229377464dc740cff4af6249ae9c5029,47.0,-3.6902,128.1776,,,16-06-21,10:27:11,2
2689,6185d23df8217f557dcaec40679b403f9da50ab5,7.0,-3.685709,128.188422,ID.MA.AM,97128.0,16-06-21,10:27:12,4
2691,f3eec9b1e146e8a74fc4c1d7e586f8550239344f,15.0,-3.398705,129.230141,ID.MA.MT,97544.0,16-06-21,10:27:18,7
2693,2fc1651500eae4f3389053f7fcff45a22a3e91a8,14.0,-3.712681,128.161308,ID.MA.AM,97117.0,16-06-21,10:27:30,1
2694,da3ac63e9c6ad197b8fec1ddb2d712b53d4c83b3,14.0,-3.593683,128.176756,ID.MA.MT,97543.0,16-06-21,10:27:30,7
2697,6aad0a75dbc7f86e66e729fe6f9083f1aab2540e,5.0,-3.21354,128.278065,ID.MA.SB,97564.0,16-06-21,10:27:35,5
2698,9e50146a97b4fa6a40a73ff8fabf3f079ab08ff7,5.0,-3.593713,128.035576,ID.MA.MT,97543.0,16-06-21,10:27:35,20
2703,9d18ea813da5757fc8199b4e8fb43c846f6ed052,8.0,-3.701057,128.185885,ID.MA.AM,97129.0,16-06-21,10:27:58,1
2704,40640ea710ba03e6432a8390975666ec74d21b29,12.0,-3.591504,128.03555,ID.MA.MT,97543.0,16-06-21,10:28:00,21
2706,5cac94c7b4b723fb53223882bab1e6abf36afce4,29.0,-3.69703,128.19004,ID.MA.AM,97121.0,16-06-21,10:28:01,102
2707,99ea444cbd17dc6a8421eb29a14f6238add58f6d,23.0,-2.791526,129.41462,ID.MA.MT,97544.0,16-06-21,10:28:06,9
2708,41c04030e9165bd236eb8f4ef764993df5b88483,3.0,-3.02529,129.95002,ID.MA.MT,97544.0,16-06-21,10:28:09,1
2709,2483e79ae9397f7cfb044d9a7512a71f9630cb50,13.0,-3.351351,128.363668,ID.MA.SB,97566.0,16-06-21,10:28:14,2
2710,1adfec445a00b974d45f1483fcadedb45ba4bef2,26.0,-3.63929,128.19447,ID.MA.AM,97222.0,16-06-21,10:28:16,7
2711,eafe907bbdbb9156648a29499d3fd7e58f248bb6,14.0,-3.703387,128.170884,ID.MA.AM,97115.0,16-06-21,10:28:28,13
2713,2135f91be25fbdb843ec2f545b8cfeebf8bfefb4,12.0,-3.7017,128.1824,ID.MA.AM,97127.0,16-06-21,10:28:35,2
2715,ff844598cedffca266a44f169b52a5f802627281,5.0,-3.684049,128.186536,ID.MA.AM,97128.0,16-06-21,10:28:41,4
2716,53ed8252a06728b5007f5f7e540ac8812a137450,4.0,-3.590088,128.333463,ID.MA.MT,97544.0,16-06-21,10:28:45,1
2719,3eee1364c3ab2c3298d7d87f8567e4f8ebd7c896,21.0,-3.232248,129.045153,ID.MA.MT,97544.0,16-06-21,10:29:24,3
2720,69f0c38646aef663f166eff9d8bc2821768831ec,24.0,-3.616871,128.305908,ID.MA.MT,97544.0,16-06-21,10:29:24,2
2721,9b434abbf86323dde9a58904ba7c845d35a52f53,6.0,-3.632181,128.22453,ID.MA.AM,97217.0,16-06-21,10:29:33,3
2723,4c57a3a0f7537707463c2a5d9b55b8027f3c34aa,13.0,-3.370838,128.377014,ID.MA.SB,97566.0,16-06-21,10:29:47,36
2727,244dbedc202b3d9fa7b7bb9aa2e60f7a7d605a5a,12.0,-3.693693,128.194223,ID.MA.AM,97121.0,16-06-21,10:30:09,1
2728,cacbce1878b498b33f4babfd4875ee494137a91a,10.0,-3.699507,128.175606,ID.MA.AM,97112.0,16-06-21,10:30:17,2
2731,83645941f2f7d02c74170aabfc78e5352619c852,6.0,-3.64895,128.1906,ID.MA.AM,97228.0,16-06-21,10:30:30,3
2732,b06136b49a1e00bf2bbd64516f0b8b93d8617cbb,5.0,-3.703361,128.180123,ID.MA.AM,97114.0,16-06-21,10:30:37,3
2733,3bc1e25dc96a16ac5fb0a65d98ce50ff06c82f3a,76.0,-3.6902,128.1776,,,16-06-21,10:30:46,2
2736,ff6ad83f6f9c021ba1be9a14ceb1d8df4f9f333f,15.0,-3.045045,130.075548,ID.MA.MT,97544.0,16-06-21,10:30:51,4
2737,67eae4201775f32540ed50106b5dd45680dfb708,6.0,-3.5885,128.33214,ID.MA.MT,97544.0,16-06-21,10:30:55,1
2738,9c489f03912d93936e088d5c6ac86d948df9b886,11.0,-3.081081,128.203339,ID.MA.SB,97561.0,16-06-21,10:30:58,3
2739,dc4aa6400d0437b059e70728bea25fa979e0e4b5,5.0,-3.701401,128.177693,ID.MA.AM,97111.0,16-06-21,10:31:00,2
2741,dac0bda352ec47fae367f8d4c9a215842380b9fd,12.0,-3.690065,128.196232,ID.MA.AM,97122.0,16-06-21,10:31:30,1
