maid,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
03fcac4b602a89be4eaccfcb685c6053fb442e2d,03fcac4b602a89be4eaccfcb685c6053fb442e2d,128.123537,-3.774307,7.0,ID.MA.AM,97118.0,16-06-21,10:18:24,1,1,green
1c173dd00df9c8c76b0fccab2a29c42e38c5b077,1c173dd00df9c8c76b0fccab2a29c42e38c5b077,128.97405,-3.27722,10.0,ID.MA.MT,97544.0,16-06-21,10:18:27,8,1,green
f534a80a806c18b1cb289311225717b437a18ea2,f534a80a806c18b1cb289311225717b437a18ea2,128.19667,-3.06244,7.0,ID.MA.SB,97561.0,16-06-21,10:18:28,2,1,green
42582430ad70ef1c376941f1cb35c64e9acc7b01,42582430ad70ef1c376941f1cb35c64e9acc7b01,128.298082,-3.62091,29.0,ID.MA.MT,97544.0,16-06-21,10:18:42,2,1,green
8aedd1aff696c8ec60d02b83c7ff4d4238447c4b,8aedd1aff696c8ec60d02b83c7ff4d4238447c4b,128.224031,-3.632143,4.0,ID.MA.AM,97217.0,16-06-21,10:18:53,1,1,green
3d89adb7d5086a03ffdcd6f8e2d61e0b9756d155,3d89adb7d5086a03ffdcd6f8e2d61e0b9756d155,128.189533,-3.68353,17.0,ID.MA.AM,97128.0,16-06-21,10:19:02,186,1,green
63ac49ad91681cc742f17ff73c06a792eb76fc86,63ac49ad91681cc742f17ff73c06a792eb76fc86,128.18783,-3.70097,12.0,ID.MA.AM,97125.0,16-06-21,10:19:11,8,1,green
a097972b55d3864093f4a452696caa28d662fece,a097972b55d3864093f4a452696caa28d662fece,128.176168,-3.693693,13.0,ID.MA.AM,,16-06-21,10:19:18,388,1,green
19fb7dbc55520f78895c165ed73607041344393b,19fb7dbc55520f78895c165ed73607041344393b,128.12267,-3.777976,9.0,ID.MA.AM,97118.0,16-06-21,10:19:31,11,1,green
68782410e7116736cdf70f085095d9ff11a474a4,68782410e7116736cdf70f085095d9ff11a474a4,128.178776,-3.711711,12.0,ID.MA.AM,97116.0,16-06-21,10:19:45,112,1,green
64ce8cd1fd5f9c9d3d18c3d4a1fb948d5fbaed10,64ce8cd1fd5f9c9d3d18c3d4a1fb948d5fbaed10,128.186372,-3.687431,4.0,ID.MA.AM,97123.0,16-06-21,10:19:45,1,1,green
20d14e3bb9d5a37a26fa3b812c44f9e1372a4d3e,20d14e3bb9d5a37a26fa3b812c44f9e1372a4d3e,128.18846,-3.68987,9.0,ID.MA.AM,97123.0,16-06-21,10:19:51,2,1,green
7c268a99e883e94268b0efef9703ea8e7dc13d99,7c268a99e883e94268b0efef9703ea8e7dc13d99,128.104179,-3.699506,10.0,ID.MA.AM,97226.0,16-06-21,10:20:02,1,1,green
006db16d691c8f5bf906faa4d740dc15b4f547fb,006db16d691c8f5bf906faa4d740dc15b4f547fb,128.21908,-3.62659,12.0,ID.MA.AM,97217.0,16-06-21,10:20:16,2,1,green
b3d5cbfd03402c503a75b18a404172a28bd3bae6,b3d5cbfd03402c503a75b18a404172a28bd3bae6,128.176692,-3.708209,14.0,ID.MA.AM,97116.0,16-06-21,10:20:32,7,1,green
61cb1d20116451300eff44acec7f738fe3ec14ff,61cb1d20116451300eff44acec7f738fe3ec14ff,128.177451,-3.704658,29.0,ID.MA.AM,97114.0,16-06-21,10:20:45,99,1,green
4b65d244ad724625d40fba6b10b33072c24016b0,4b65d244ad724625d40fba6b10b33072c24016b0,128.190689,-3.69001,11.0,ID.MA.AM,97121.0,16-06-21,10:20:49,70,1,green
ccc44ab736f1cce9fcbef9502e18543627db637b,ccc44ab736f1cce9fcbef9502e18543627db637b,128.192242,-3.673677,15.0,ID.MA.AM,97129.0,16-06-21,10:21:00,1,1,green
65703850485817ed2920ca6b704c4f6b9d751547,65703850485817ed2920ca6b704c4f6b9d751547,129.370383,-2.801482,9.0,ID.MA.MT,97544.0,16-06-21,10:21:01,1,1,green
b02582e3947eac2969cba95f9035004584cf5f41,b02582e3947eac2969cba95f9035004584cf5f41,128.20067,-3.667586,8.0,ID.MA.AM,97128.0,16-06-21,10:21:03,4,1,green
f41a553c960e3d110852cc779ee783ef77260aaf,f41a553c960e3d110852cc779ee783ef77260aaf,128.085101,-3.583183,15.0,ID.MA.MT,97543.0,16-06-21,10:21:15,6,1,green
2a10562df8cedf9c982cd78350b1c9261f86a012,2a10562df8cedf9c982cd78350b1c9261f86a012,128.15981,-3.71019,30.0,ID.MA.AM,97117.0,16-06-21,10:21:21,1,1,green
b318d390c3518135a51ec7b6197e37f5f2301db0,b318d390c3518135a51ec7b6197e37f5f2301db0,128.193621,-3.648661,13.0,ID.MA.AM,97222.0,16-06-21,10:21:33,5,1,green
94726042d9d8a1869d38ea3c2be1e78392aaeefa,94726042d9d8a1869d38ea3c2be1e78392aaeefa,128.197845,-3.679136,12.0,ID.MA.AM,97128.0,16-06-21,10:21:37,7,1,green
609f473b82491fd8f31c95d69eed126027162815,609f473b82491fd8f31c95d69eed126027162815,127.96747,-3.64571,12.0,ID.MA.MT,97543.0,16-06-21,10:21:50,5,1,green
c4767d9fc41d9442ab5c12c5b7e27abde8c36103,c4767d9fc41d9442ab5c12c5b7e27abde8c36103,128.19161,-3.674302,8.0,ID.MA.AM,97129.0,16-06-21,10:22:05,3,1,green
222ceb9d25ff9eb222becb2b29887cc7c91cac06,222ceb9d25ff9eb222becb2b29887cc7c91cac06,128.279656,-3.206476,13.0,ID.MA.SB,97564.0,16-06-21,10:22:11,2,1,green
b3256448890ca7a47505d597c3eb6d5fa07d96fc,b3256448890ca7a47505d597c3eb6d5fa07d96fc,128.410538,-3.276108,5.0,ID.MA.SB,97566.0,16-06-21,10:22:19,2,1,green
446c8e7885c81ee758115053cd89ef6055f92818,446c8e7885c81ee758115053cd89ef6055f92818,128.178466,-3.707735,9.0,ID.MA.AM,97116.0,16-06-21,10:22:35,1,1,green
3e48b1ef1977cb215b8f2f7455ecdff58529ea47,3e48b1ef1977cb215b8f2f7455ecdff58529ea47,128.18315,-3.68896,11.0,ID.MA.AM,97123.0,16-06-21,10:22:50,3,1,green
be645ec9e00d96e48f3376cd3d625daf510186d9,be645ec9e00d96e48f3376cd3d625daf510186d9,128.161615,-3.705492,8.0,ID.MA.AM,97117.0,16-06-21,10:22:58,1,1,green
32758c5cd0f1a275c17f334ccae9ece4a2e33ec9,32758c5cd0f1a275c17f334ccae9ece4a2e33ec9,128.195611,-3.062621,13.0,ID.MA.SB,97561.0,16-06-21,10:23:13,2,1,green
bd912ca372df34129111737a1498d43ee0311609,bd912ca372df34129111737a1498d43ee0311609,128.47399,-3.5185,8.0,ID.MA.MT,97545.0,16-06-21,10:23:21,8,1,green
8fd115e6e81a10c0c12f6c74e06ba5013b766450,8fd115e6e81a10c0c12f6c74e06ba5013b766450,129.032779,-3.203973,5.0,ID.MA.MT,97544.0,16-06-21,10:23:38,1,1,green
5a70e679b1f911279e7be4a01fc6995172c21f83,5a70e679b1f911279e7be4a01fc6995172c21f83,128.954776,-3.299386,11.0,ID.MA.MT,97544.0,16-06-21,10:23:43,2,1,green
bc40bc7daedc75caad329b138c264d3fcf2b3794,bc40bc7daedc75caad329b138c264d3fcf2b3794,128.186314,-3.687846,10.0,ID.MA.AM,97123.0,16-06-21,10:23:43,1,1,green
99fad9275b718d7b6c1ba66a45de02389d78b0a8,99fad9275b718d7b6c1ba66a45de02389d78b0a8,128.97876,-3.2815,5.0,ID.MA.MT,97544.0,16-06-21,10:23:46,3,1,green
31f8dff3b65f77d458b5b0f317c84e72a6c3e426,31f8dff3b65f77d458b5b0f317c84e72a6c3e426,128.935666,-3.321666,3.0,ID.MA.MT,97544.0,16-06-21,10:24:06,1,1,green
45a9b755ca540e4b9aa7ab810d01f859c7094fe6,45a9b755ca540e4b9aa7ab810d01f859c7094fe6,128.165975,-3.747747,15.0,ID.MA.AM,97117.0,16-06-21,10:24:09,92,1,green
cf28ef4aefef8437d249b40935d3b50adf27cb11,cf28ef4aefef8437d249b40935d3b50adf27cb11,128.176271,-3.71173,7.0,ID.MA.AM,97116.0,16-06-21,10:24:15,5,1,green
def1b3f19e365092931391b0f353634fff2fc92d,def1b3f19e365092931391b0f353634fff2fc92d,128.20709,-3.65766,13.0,,,16-06-21,10:24:20,3,1,green
536a90f46f893e72693f955403ce25415496c055,536a90f46f893e72693f955403ce25415496c055,128.186473,-3.639639,16.0,ID.MA.AM,97223.0,16-06-21,10:24:29,154,1,green
720c709f6904cdbdadd599ed2b3323e68366c24c,720c709f6904cdbdadd599ed2b3323e68366c24c,128.1776,-3.6902,83.0,,,16-06-21,10:24:41,3,1,green
ed527b0b22061d9df20329932f127e0d1e055834,ed527b0b22061d9df20329932f127e0d1e055834,128.22496,-3.68017,18.0,ID.MA.AM,97129.0,16-06-21,10:24:58,5,1,green
ea897cb9dd3275118ccad96a2552783a66470eef,ea897cb9dd3275118ccad96a2552783a66470eef,128.188032,-3.684638,22.0,ID.MA.AM,97128.0,16-06-21,10:25:26,165,1,green
b60bcd69529496b5cab0f50b7ab8aa3fb9c60b9f,b60bcd69529496b5cab0f50b7ab8aa3fb9c60b9f,128.124898,-3.097123,11.0,ID.MA.SB,97561.0,16-06-21,10:25:28,5,1,green
9ac6e4438371de7adee820dc9f2a0a723b249dcd,9ac6e4438371de7adee820dc9f2a0a723b249dcd,128.415326,-3.531645,19.0,ID.MA.MT,97545.0,16-06-21,10:25:33,6,1,green
a96f225f3729faae038b9aca6a37867f5a4cfa03,a96f225f3729faae038b9aca6a37867f5a4cfa03,128.30414,-3.618757,13.0,ID.MA.MT,97544.0,16-06-21,10:25:54,1,1,green
e41a8194d954faf221e56085acdca3dc976397f9,e41a8194d954faf221e56085acdca3dc976397f9,128.09685,-3.789839,3.0,ID.MA.AM,97118.0,16-06-21,10:26:02,1,1,green
2606f42072a1de28d0513f7c5f02e215fd2bad4c,2606f42072a1de28d0513f7c5f02e215fd2bad4c,128.099782,-3.789834,18.0,ID.MA.AM,97118.0,16-06-21,10:26:09,2,1,green
0abf4261716e75a5394d4ef17123b3051348b35a,0abf4261716e75a5394d4ef17123b3051348b35a,127.91631,-3.54224,16.0,ID.MA.MT,,16-06-21,10:26:23,4,1,green
a30925f59d46d8fbb3c32874cca3bfb107dcc6ca,a30925f59d46d8fbb3c32874cca3bfb107dcc6ca,128.200002,-3.666301,19.0,ID.MA.AM,97128.0,16-06-21,10:26:25,43,1,green
ac19e4e8f0de36b47403e2a16d15c301701c6eec,ac19e4e8f0de36b47403e2a16d15c301701c6eec,128.194223,-3.693693,7.0,ID.MA.AM,97121.0,16-06-21,10:26:27,92,1,green
94ad176228fb7fdc06f3dd2cb7c430a1121ce226,94ad176228fb7fdc06f3dd2cb7c430a1121ce226,128.178981,-3.706183,14.0,ID.MA.AM,97114.0,16-06-21,10:26:31,1,1,green
f3a3f05a2b5ea429cb04c4995e980a93a3b16db1,f3a3f05a2b5ea429cb04c4995e980a93a3b16db1,128.14025,-3.67629,11.0,ID.MA.AM,97225.0,16-06-21,10:26:33,4,1,green
5ef8e68ba42ef7879b25494e4c5f927183ab9252,5ef8e68ba42ef7879b25494e4c5f927183ab9252,129.840587,-2.993842,17.0,ID.MA.MT,97544.0,16-06-21,10:26:56,2,1,green
07c35a55f573d384aad61d009c54b5bc27d6ab5b,07c35a55f573d384aad61d009c54b5bc27d6ab5b,128.194223,-3.693693,8.0,ID.MA.AM,97121.0,16-06-21,10:26:58,108,1,green
456adad4436e5bd2fbfdb3cee4915cef6da5bdbc,456adad4436e5bd2fbfdb3cee4915cef6da5bdbc,128.191515,-3.652479,12.0,ID.MA.AM,97223.0,16-06-21,10:27:08,1,1,green
9477d4ac229377464dc740cff4af6249ae9c5029,9477d4ac229377464dc740cff4af6249ae9c5029,128.1776,-3.6902,47.0,,,16-06-21,10:27:11,2,1,green
6185d23df8217f557dcaec40679b403f9da50ab5,6185d23df8217f557dcaec40679b403f9da50ab5,128.188422,-3.685709,7.0,ID.MA.AM,97128.0,16-06-21,10:27:12,4,1,green
2fc1651500eae4f3389053f7fcff45a22a3e91a8,2fc1651500eae4f3389053f7fcff45a22a3e91a8,128.161308,-3.712681,14.0,ID.MA.AM,97117.0,16-06-21,10:27:30,1,1,green
da3ac63e9c6ad197b8fec1ddb2d712b53d4c83b3,da3ac63e9c6ad197b8fec1ddb2d712b53d4c83b3,128.176756,-3.593683,7.0,ID.MA.MT,97543.0,16-06-21,10:27:30,7,1,green
9e50146a97b4fa6a40a73ff8fabf3f079ab08ff7,9e50146a97b4fa6a40a73ff8fabf3f079ab08ff7,128.035576,-3.593713,5.0,ID.MA.MT,97543.0,16-06-21,10:27:35,20,1,green
6aad0a75dbc7f86e66e729fe6f9083f1aab2540e,6aad0a75dbc7f86e66e729fe6f9083f1aab2540e,128.278065,-3.21354,5.0,ID.MA.SB,97564.0,16-06-21,10:27:35,5,1,green
4ae4655eb8d6c4cf3164cab7fc1ab3a2bff1e63b,4ae4655eb8d6c4cf3164cab7fc1ab3a2bff1e63b,128.942986,-3.311978,6.0,ID.MA.MT,97544.0,16-06-21,10:27:53,20,1,green
f3eec9b1e146e8a74fc4c1d7e586f8550239344f,f3eec9b1e146e8a74fc4c1d7e586f8550239344f,129.230141,-3.398705,15.0,ID.MA.MT,97544.0,16-06-21,10:27:54,7,1,green
9d18ea813da5757fc8199b4e8fb43c846f6ed052,9d18ea813da5757fc8199b4e8fb43c846f6ed052,128.185885,-3.701057,8.0,ID.MA.AM,97129.0,16-06-21,10:27:58,1,1,green
40640ea710ba03e6432a8390975666ec74d21b29,40640ea710ba03e6432a8390975666ec74d21b29,128.03555,-3.591504,7.0,ID.MA.MT,,16-06-21,10:28:00,21,1,green
41c04030e9165bd236eb8f4ef764993df5b88483,41c04030e9165bd236eb8f4ef764993df5b88483,129.95002,-3.02529,3.0,ID.MA.MT,97544.0,16-06-21,10:28:09,1,1,green
2483e79ae9397f7cfb044d9a7512a71f9630cb50,2483e79ae9397f7cfb044d9a7512a71f9630cb50,128.36365,-3.35137,13.0,ID.MA.SB,97566.0,16-06-21,10:28:23,2,1,green
eafe907bbdbb9156648a29499d3fd7e58f248bb6,eafe907bbdbb9156648a29499d3fd7e58f248bb6,128.170884,-3.703387,14.0,ID.MA.AM,97115.0,16-06-21,10:28:29,13,1,green
ff844598cedffca266a44f169b52a5f802627281,ff844598cedffca266a44f169b52a5f802627281,128.186536,-3.684049,5.0,ID.MA.AM,97128.0,16-06-21,10:28:41,4,1,green
53ed8252a06728b5007f5f7e540ac8812a137450,53ed8252a06728b5007f5f7e540ac8812a137450,128.333463,-3.590088,4.0,ID.MA.MT,97544.0,16-06-21,10:28:45,1,1,green
99ea444cbd17dc6a8421eb29a14f6238add58f6d,99ea444cbd17dc6a8421eb29a14f6238add58f6d,129.41462,-2.791526,23.0,ID.MA.MT,97544.0,16-06-21,10:28:48,9,1,green
2135f91be25fbdb843ec2f545b8cfeebf8bfefb4,2135f91be25fbdb843ec2f545b8cfeebf8bfefb4,128.1824,-3.7017,12.0,ID.MA.AM,97127.0,16-06-21,10:29:01,2,1,green
69f0c38646aef663f166eff9d8bc2821768831ec,69f0c38646aef663f166eff9d8bc2821768831ec,128.305908,-3.616871,24.0,ID.MA.MT,97544.0,16-06-21,10:29:29,2,1,green
9b434abbf86323dde9a58904ba7c845d35a52f53,9b434abbf86323dde9a58904ba7c845d35a52f53,128.22453,-3.632181,6.0,ID.MA.AM,97217.0,16-06-21,10:29:33,3,1,green
4c57a3a0f7537707463c2a5d9b55b8027f3c34aa,4c57a3a0f7537707463c2a5d9b55b8027f3c34aa,128.377014,-3.370838,13.0,ID.MA.SB,97566.0,16-06-21,10:29:47,36,1,green
244dbedc202b3d9fa7b7bb9aa2e60f7a7d605a5a,244dbedc202b3d9fa7b7bb9aa2e60f7a7d605a5a,128.194223,-3.693693,12.0,ID.MA.AM,97121.0,16-06-21,10:30:09,1,1,green
cacbce1878b498b33f4babfd4875ee494137a91a,cacbce1878b498b33f4babfd4875ee494137a91a,128.175606,-3.699507,10.0,ID.MA.AM,97112.0,16-06-21,10:30:17,2,1,green
83645941f2f7d02c74170aabfc78e5352619c852,83645941f2f7d02c74170aabfc78e5352619c852,128.1906,-3.64895,6.0,ID.MA.AM,97228.0,16-06-21,10:30:30,3,1,green
b06136b49a1e00bf2bbd64516f0b8b93d8617cbb,b06136b49a1e00bf2bbd64516f0b8b93d8617cbb,128.180123,-3.703361,5.0,ID.MA.AM,97114.0,16-06-21,10:30:37,3,1,green
3bc1e25dc96a16ac5fb0a65d98ce50ff06c82f3a,3bc1e25dc96a16ac5fb0a65d98ce50ff06c82f3a,128.1776,-3.6902,76.0,,,16-06-21,10:30:46,2,1,green
ff6ad83f6f9c021ba1be9a14ceb1d8df4f9f333f,ff6ad83f6f9c021ba1be9a14ceb1d8df4f9f333f,130.07555,-3.045045,15.0,ID.MA.MT,97544.0,16-06-21,10:30:54,4,1,green
67eae4201775f32540ed50106b5dd45680dfb708,67eae4201775f32540ed50106b5dd45680dfb708,128.33214,-3.5885,6.0,ID.MA.MT,97544.0,16-06-21,10:30:55,1,1,green
e53ceda2163a2963b8df31d2cf7172fa76d7159b,e53ceda2163a2963b8df31d2cf7172fa76d7159b,128.20333,-3.08108,12.0,ID.MA.SB,97561.0,16-06-21,10:30:56,190,1,green
dc4aa6400d0437b059e70728bea25fa979e0e4b5,dc4aa6400d0437b059e70728bea25fa979e0e4b5,128.177693,-3.701401,5.0,ID.MA.AM,97111.0,16-06-21,10:31:00,2,1,green
1adfec445a00b974d45f1483fcadedb45ba4bef2,1adfec445a00b974d45f1483fcadedb45ba4bef2,128.194471,-3.639285,26.0,ID.MA.AM,97222.0,16-06-21,10:31:01,7,1,green
2ffac8524a90405c40a46385b58626336a8ec98d,2ffac8524a90405c40a46385b58626336a8ec98d,128.040542,-3.734388,9.0,ID.MA.MT,,16-06-21,10:31:08,3,1,green
dac0bda352ec47fae367f8d4c9a215842380b9fd,dac0bda352ec47fae367f8d4c9a215842380b9fd,128.196232,-3.690065,12.0,ID.MA.AM,97122.0,16-06-21,10:31:30,1,1,green
9a61825e29dd97eded6788986b1ed2fca8d4e700,9a61825e29dd97eded6788986b1ed2fca8d4e700,128.327206,-3.585934,14.0,ID.MA.MT,97544.0,16-06-21,10:31:42,3,1,green
c1a9b20dbcba1efd5baacd7e378223245ae893f0,c1a9b20dbcba1efd5baacd7e378223245ae893f0,128.195371,-3.660029,5.0,ID.MA.AM,97223.0,16-06-21,10:31:47,1,1,green
3926fdacf1131abb359f91b48be39901fea96c03,3926fdacf1131abb359f91b48be39901fea96c03,128.23311,-3.647733,11.0,ID.MA.AM,97211.0,16-06-21,10:31:48,1,1,green
fc416cfbb0cc0f9826040a427f0bb210b7fa6602,fc416cfbb0cc0f9826040a427f0bb210b7fa6602,128.96555,-3.29742,21.0,ID.MA.MT,97544.0,16-06-21,10:31:51,66,1,green
be108b348c14f8de00559b75fecd3ac630bdec7f,be108b348c14f8de00559b75fecd3ac630bdec7f,128.20432,-3.66279,9.0,ID.MA.AM,97212.0,16-06-21,10:31:55,9,1,green
0fde467b503ae0e3be884ebcb36b345816561708,0fde467b503ae0e3be884ebcb36b345816561708,128.18172,-3.69435,9.0,ID.MA.AM,97124.0,16-06-21,10:32:14,1,1,green
68604fd2782f8dd890a09a7177b1fc1321adaaf8,68604fd2782f8dd890a09a7177b1fc1321adaaf8,128.962998,-3.300944,18.0,ID.MA.MT,97544.0,16-06-21,10:32:17,14,1,green
3adf5de523524920c5e1f583e4c320be7962e89a,3adf5de523524920c5e1f583e4c320be7962e89a,128.159453,-3.705056,11.0,ID.MA.AM,97117.0,16-06-21,10:32:19,4,1,green
68b6443cd89017127e70b2a099938b9af59f6369,68b6443cd89017127e70b2a099938b9af59f6369,129.659899,-2.844034,17.0,ID.MA.MT,97544.0,16-06-21,10:32:27,4,1,green
02023e18b551f9088e2eda87556e38fa37274f16,02023e18b551f9088e2eda87556e38fa37274f16,128.16789,-3.70854,11.0,ID.MA.AM,97116.0,16-06-21,10:32:36,2,1,green
35bdd5d7b1871f657a562b286ceca0719c3689a9,35bdd5d7b1871f657a562b286ceca0719c3689a9,129.5312,-3.36402,11.0,ID.MA.MT,97544.0,16-06-21,10:32:37,6,1,green
aef44e3cbe5ff3c91ef2228051335a9a37ae56bf,aef44e3cbe5ff3c91ef2228051335a9a37ae56bf,127.92929,-3.7479,11.0,ID.MA.MT,,16-06-21,10:32:46,15,1,green
9c489f03912d93936e088d5c6ac86d948df9b886,9c489f03912d93936e088d5c6ac86d948df9b886,128.203339,-3.081081,11.0,ID.MA.SB,97561.0,16-06-21,10:32:53,3,1,green
8a604d7aa6d5005b270a1c02168982564d79f6ec,8a604d7aa6d5005b270a1c02168982564d79f6ec,128.203381,-3.669928,33.0,ID.MA.AM,97128.0,16-06-21,10:33:00,3,1,green
cd006de12b6e00cb3aaa1d5c4e2de2be515ff328,cd006de12b6e00cb3aaa1d5c4e2de2be515ff328,128.337113,-3.60009,14.0,ID.MA.MT,97544.0,16-06-21,10:33:10,1,1,green
3127cd60023a4e380dbccfb600b226f641102ef9,3127cd60023a4e380dbccfb600b226f641102ef9,128.1815,-3.697999,9.0,ID.MA.AM,97127.0,16-06-21,10:33:17,111,1,green
d764aadf5be02e66e78168d42113920546e57348,d764aadf5be02e66e78168d42113920546e57348,128.194223,-3.693693,20.0,ID.MA.AM,97121.0,16-06-21,10:33:22,7,1,green
91cf8db45eaa839e21d638e9eb5249ca85c5b6ae,91cf8db45eaa839e21d638e9eb5249ca85c5b6ae,129.01718,-3.27216,22.0,ID.MA.MT,97544.0,16-06-21,10:33:26,24,1,green
4d8d4fcc2b7e3524bac87aced5cd12ce422ea2b1,4d8d4fcc2b7e3524bac87aced5cd12ce422ea2b1,128.25785,-3.639773,46.0,ID.MA.AM,97214.0,16-06-21,10:33:32,3,1,green
331572fc2abee1008b606d9020ed0af2eeda9338,331572fc2abee1008b606d9020ed0af2eeda9338,128.279986,-3.210779,12.0,ID.MA.SB,97564.0,16-06-21,10:33:38,3,1,green
8f719055220847b2f593d37a18716b07f1b9d3e2,8f719055220847b2f593d37a18716b07f1b9d3e2,128.157085,-3.705668,6.0,ID.MA.AM,97117.0,16-06-21,10:33:38,6,1,green
9c3ba9eaa78af370199eb8e09395ea853c4d2330,9c3ba9eaa78af370199eb8e09395ea853c4d2330,128.38612,-3.33299,20.0,ID.MA.SB,97566.0,16-06-21,10:33:44,15,1,green
811a9edf2f49ed400d48580e7749aae767f13934,811a9edf2f49ed400d48580e7749aae767f13934,128.18151,-3.69657,8.0,ID.MA.AM,97126.0,16-06-21,10:33:45,3,1,green
1ef046b3c3244bbfa0519d60a7952982b72a5567,1ef046b3c3244bbfa0519d60a7952982b72a5567,128.18098,-3.66068,6.0,ID.MA.AM,97223.0,16-06-21,10:33:49,11,1,green
d9edef7393e8d0bed465da5dd5c8d8b696aa42ff,d9edef7393e8d0bed465da5dd5c8d8b696aa42ff,128.203861,-3.669775,11.0,ID.MA.AM,97128.0,16-06-21,10:33:49,1,1,green
2ebba74bdbbdaa6551b5f82c029f6400ef44bb90,2ebba74bdbbdaa6551b5f82c029f6400ef44bb90,128.1947,-3.700396,13.0,ID.MA.AM,97129.0,16-06-21,10:33:52,4,1,green
66db37b10b85beec5fc4cc4251fc024ae0cf505b,66db37b10b85beec5fc4cc4251fc024ae0cf505b,128.20235,-3.67758,10.0,ID.MA.AM,97128.0,16-06-21,10:33:54,3,1,green
9e88e18c856cc2d847585f64626fb30c0ca4a12d,9e88e18c856cc2d847585f64626fb30c0ca4a12d,128.16465,-3.70936,3.0,ID.MA.AM,97117.0,16-06-21,10:33:55,2,1,green
5bae9caed42a565a57a395993d75c09f3d231fd5,5bae9caed42a565a57a395993d75c09f3d231fd5,128.227738,-3.675675,24.0,ID.MA.AM,97212.0,16-06-21,10:34:01,27,1,green
b084f9bae43a92dc6da6c473cd28861eed41f99b,b084f9bae43a92dc6da6c473cd28861eed41f99b,128.19077,-3.679881,7.0,ID.MA.AM,97128.0,16-06-21,10:34:13,4,1,green
c3aaedcde6996eb4fcb2168d3115c5f7f980f5be,c3aaedcde6996eb4fcb2168d3115c5f7f980f5be,128.121074,-3.098522,13.0,ID.MA.SB,97561.0,16-06-21,10:34:15,63,1,green
df2dc504cb5ccae3ccc1b937a106575ae29c2cd9,df2dc504cb5ccae3ccc1b937a106575ae29c2cd9,128.222824,-3.631814,6.0,ID.MA.AM,97217.0,16-06-21,10:34:25,1,1,green
4de4eddddc72b8d2112d4213c4dfa6a4ec3c2727,4de4eddddc72b8d2112d4213c4dfa6a4ec3c2727,128.970281,-3.287629,13.0,ID.MA.MT,97544.0,16-06-21,10:34:29,7,1,green
f7b1de71a63f9394e11c939198d60f2451b8a4f0,f7b1de71a63f9394e11c939198d60f2451b8a4f0,128.251053,-3.633457,11.0,ID.MA.AM,97214.0,16-06-21,10:34:32,2,1,green
7526cb9af7aca9d0098648cb10c7323759541406,7526cb9af7aca9d0098648cb10c7323759541406,128.493037,-3.456473,9.0,ID.MA.SB,,16-06-21,10:34:39,3,1,green
9b14e1e760a2f928d543af0ea23ac0d75c176312,9b14e1e760a2f928d543af0ea23ac0d75c176312,128.219983,-3.689285,8.0,ID.MA.AM,97128.0,16-06-21,10:34:40,1,1,green
05db91326dc9767fecb7386a0497cde0b7402c41,05db91326dc9767fecb7386a0497cde0b7402c41,128.93458,-3.321716,11.0,ID.MA.MT,97544.0,16-06-21,10:34:41,5,1,green
4a9a15b8aa29fd44e123cb740c99f08f4f8ca1c2,4a9a15b8aa29fd44e123cb740c99f08f4f8ca1c2,128.230823,-3.066381,7.0,ID.MA.SB,97561.0,16-06-21,10:34:55,2,1,green
a40b538e14da95891b300d043c056b20766a8590,a40b538e14da95891b300d043c056b20766a8590,128.05746,-3.590592,7.0,ID.MA.MT,97543.0,16-06-21,10:34:58,1,1,green
149cc838dbbde1b4ef4f2820dd29a8a546370c34,149cc838dbbde1b4ef4f2820dd29a8a546370c34,128.18806,-3.681213,10.0,ID.MA.AM,97128.0,16-06-21,10:35:04,119,1,green
df6564dd713e0757ee2ddd7d4022fa4d3c4620be,df6564dd713e0757ee2ddd7d4022fa4d3c4620be,128.16072,-3.711711,11.0,ID.MA.AM,97117.0,16-06-21,10:35:12,44,1,green
9d46a502d30d94cfdc4c9b7ea9924850187648e4,9d46a502d30d94cfdc4c9b7ea9924850187648e4,128.22286,-3.6277,11.0,ID.MA.AM,97217.0,16-06-21,10:35:20,19,1,green
a735227c319ae95c367394274577bf34db06a836,a735227c319ae95c367394274577bf34db06a836,128.958913,-3.298688,13.0,ID.MA.MT,97544.0,16-06-21,10:35:44,7,1,green
35e996083341dc7cace8a0aea1b885e4154996ad,35e996083341dc7cace8a0aea1b885e4154996ad,128.17616,-3.6937,4.0,ID.MA.AM,,16-06-21,10:35:54,104,1,green
13d3db934dc8fcbdc6804f993f89c15b9a2ea5a0,13d3db934dc8fcbdc6804f993f89c15b9a2ea5a0,128.334839,-3.328113,4.0,ID.MA.SB,97566.0,16-06-21,10:35:56,1,1,green
06f512c297e16e81dd161979ac09545df0afeb34,06f512c297e16e81dd161979ac09545df0afeb34,128.19422,-3.6937,14.0,ID.MA.AM,97121.0,16-06-21,10:36:28,28,1,green
5499529519996ee8f9991075e531a2b7af43db80,5499529519996ee8f9991075e531a2b7af43db80,128.576309,-3.480663,6.0,,,16-06-21,10:36:36,113,1,green
256f901f91177f9e48c9838155c62efd0be7accf,256f901f91177f9e48c9838155c62efd0be7accf,128.281219,-3.21435,13.0,ID.MA.SB,97564.0,16-06-21,10:36:43,1,1,green
